Deutsch,English,wk,freq
eifersüchtige,jealous ones,0,162
arie,aria,0,162
mörderischen,murderous,0,162
nische,niche,0,162
sucre,sucre,0,162
mckenna,mckenna,0,162
verordnet,prescribed,0,162
mineralien,minerals,0,162
einsätzen,inserts,0,162
mulligan,mulligan,0,162
guantanamo,Guantanamo,0,162
ausgeübt,exercised,0,162
kombinationen,combinations,0,162
performance,performance,0,162
takashi,takashi,0,162
errätst,guess,0,162
müllkippe,garbage dump,0,162
wise,wise,0,162
schussfeld,field of fire,0,162
weggehe,go away,0,162
connolly,connolly,0,162
kosmischen,cosmic,0,162
inspiziert,inspected,0,162
groupies,groupies,0,162
bürgerlichen,civil,0,162
automat,automat,0,162
crewmitglieder,crew members,0,162
parties,parties,0,162
30er,30s,0,162
château,chateau,0,162
arif,arif,0,162
gilda,Gilda,0,162
voltron,voltron,0,162
hereinkam,came in,0,162
erträglich,bearable,0,162
quietschende,squeaky,0,162
entspannte,relaxed,0,162
saito,saito,0,162
überraschst,surprised,0,162
rapide,rapidly,0,162
berüchtigt,notorious,0,162
jp,yp,0,162
zuzustimmen,to agree,0,162
übereinstimmt,matches,0,162
schikane,chicane,0,162
veröffentlichte,published,0,162
verlang,demand,0,162
tischgebet,table prayer,0,162
egoistische,selfish,0,162
rundfunk,broadcasting,0,162
wildschweine,wild boars,0,162
rumhängt,hanging around,0,162
sandwichs,sandwiches,0,162
verwöhnte,spoiled,0,162
peppone,peppone,0,162
komplexen,complex,0,162
freudige,joyful,0,162
herausgeben,issue,0,162
flippte,flipped,0,162
monolog,monologue,0,162
eingehender,more in-depth,0,162
milchstraße,milky way,0,162
füssen,feet,0,162
herzattacke,heart attack,0,162
automatischen,automatic,0,162
angezettelt,instigated,0,162
rausrücken,move out,0,162
blinkt,flashes,0,162
positiver,more positive,0,162
aufmachung,presentation,0,162
nachschlag,lookup,0,162
alamo,alamo,0,162
klacken,click,0,162
susans,Susan,0,162
abschiedsparty,farewell party,0,162
kündigst,quit,0,162
emmanuelle,emmanuelle,0,162
garber,garber,0,162
glotz,stare,0,162
quatschst,chatter,0,162
nachruf,obituary,0,162
kühles,cool,0,162
gefrorene,frozen,0,162
verpassten,missed,0,162
kerzenlicht,candlelight,0,161
ekelhafte,disgusting,0,161
elfe,elf,0,161
okinawa,okinawa,0,161
schatzsuche,treasure hunt,0,161
born,born,0,161
gläubige,believers,0,161
abtrocknen,dry,0,161
banfield,banfield,0,161
visionär,visionary,0,161
sailor,sailor,0,161
axl,axl,0,161
einzukaufen,to shop,0,161
europe,europe,0,161
rekorder,recorder,0,161
drein,three,0,161
capital,capital,0,161
nunja,well,0,161
bukarest,Bucharest,0,161
lebensmittelladen,grocery store,0,161
nightingale,nightingale,0,161
swat-team,swat team,0,161
negatives,negative,0,161
penguin,penguin,0,161
rembrandt,Rembrandt,0,161
eingenickt,dozed off,0,161
betätigt,operated,0,161
kosaken,Cossacks,0,161
most,most,0,161
sträflinge,convicts,0,161
fokussieren,focus,0,161
mitspieler,teammate,0,161
zorns,anger,0,161
kom,come,0,161
abweisend,dismissive,0,161
boca,boca,0,161
auflagen,conditions,0,161
herfallen,fall here,0,161
welcome,welcome,0,161
kühlt,cools,0,161
4-mal,4 times,0,161
morphin,morphine,0,161
schnauzer,schnauzer,0,161
feuerten,fired,0,161
zarin,tsarina,0,161
sync,sync,0,161
kriegserklärung,declaration of war,0,161
absprung,jump,0,161
hinziehen,pull over,0,161
sitting,sitting,0,161
hunnen,huns,0,161
körner,grains,0,161
frühstücke,have breakfast,0,161
durchführt,carries out,0,161
leuchtenden,shining,0,161
menschlichem,human,0,161
klavierspiel,piano playing,0,161
dauerhaften,permanent,0,161
mausoleum,mausoleum,0,161
barrys,Barry's,0,161
organisiertes,organized,0,161
gregg,Gregg,0,161
unangenehmes,unpleasant,0,161
verschanzt,entrenched,0,161
aufzuwecken,to wake up,0,161
produzentin,producer,0,161
ianto,ianto,0,161
buchten,booked,0,161
kontrollpunkt,checkpoint,0,161
liebevollen,loving,0,161
klos,toilet,0,161
senats,Senate,0,161
italienerin,Italian,0,161
monarch,monarch,0,161
naturwissenschaften,natural sciences,0,161
vorstellte,introduced,0,161
walhalla,Valhalla,0,161
betrachtest,look at,0,161
bozz,bozz,0,161
groot,groot,0,161
rollte,rolled,0,161
schlüsselkarte,key card,0,161
verbotenes,forbidden,0,161
fernsteuerung,remote control,0,161
erneuerung,renewal,0,161
geschäftsführerin,managing director,0,161
fernsehsender,television channels,0,161
anstehen,queue,0,161
diva,diva,0,161
bismarck,Bismarck,0,161
valentina,valentina,0,161
vorsehen,provide,0,161
fettarsch,fat ass,0,161
perspektiven,perspectives,0,161
küsten,coastal,0,161
hoi,hi,0,161
verlieh,awarded,0,161
stümper,bungling,0,161
geheimpolizei,secret police,0,161
verrechnet,charged,0,161
unvorhersehbar,unpredictable,0,161
arcadia,arcadia,0,161
rasseln,rattle,0,161
wehrst,resist,0,161
cafés,cafes,0,161
zartes,delicate,0,161
erschiessen,shoot,0,161
geschuldet,owed,0,161
steigend,rising,0,161
reform,reform,0,161
jillian,jillian,0,161
gaskammer,gas chamber,0,161
röntgenaufnahmen,x-rays,0,161
tak,tak,0,161
imperiums,empire,0,161
gutachter,appraiser,0,161
physiologie,physiology,0,161
tatsächliche,actual,0,160
vorgehabt,intended,0,160
unwesen,nonsense,0,160
yamato,yamato,0,160
draufsteht,is written on it,0,160
wüsstet,would know,0,160
saht,saw,0,160
anzumachen,to turn on,0,160
nudel,noodle,0,160
berechenbar,predictable,0,160
annullieren,cancel,0,160
diebstähle,thefts,0,160
sonderbehandlung,special treatment,0,160
empfindungen,sensations,0,160
verläßt,leaves,0,160
nigeria,Nigeria,0,160
anhat,has on,0,160
wash,wash,0,160
bohrt,drills,0,160
umzusehen,to look around,0,160
einigkeit,unity,0,160
boxershorts,boxer shorts,0,160
einzuschüchtern,to intimidate,0,160
orsini,orsini,0,160
retterin,savior,0,160
spector,spector,0,160
elektroschocks,electric shocks,0,160
vogelzwitschern,birds chirping,0,160
sgt.,sgt.,0,160
plum,plum,0,160
dienern,serve,0,160
erschweren,complicate,0,160
überzeugende,convincing,0,160
schmackhaft,tasty,0,160
flosse,fin,0,160
schlitzohr,sly,0,160
irgendwelcher,anyone,0,160
rosario,rosario,0,160
pao,pao,0,160
halbinsel,peninsula,0,160
referenz,reference,0,160
opi,opi,0,160
toupet,toupee,0,160
absprechen,agree,0,160
anal,anal,0,160
ordinär,ordinary,0,160
teamarbeit,teamwork,0,160
verticken,sell out,0,160
grundriss,floor plan,0,160
nektar,nectar,0,160
krankenpfleger,nurse,0,160
hindeutet,indicates,0,160
wegläuft,runs away,0,160
gebeamt,beamed,0,160
hindi,Hindi,0,160
verschossen,missed,0,160
verbrecherin,criminal,0,160
zauberwort,magic word,0,160
beerdigungsinstitut,funeral home,0,160
tampon,tampon,0,160
madchen,girl,0,160
gehort,heard,0,160
komödien,comedies,0,160
kurieren,cure,0,160
remember,remember,0,160
bitterkeit,bitterness,0,160
spektrum,spectrum,0,160
kipp,tilt,0,160
chefinspektor,chief inspector,0,160
andeutung,hint,0,160
buchführung,accounting,0,160
geruchssinn,sense of smell,0,160
sinnlich,sensual,0,160
angepiept,beeped,0,160
spekuliert,speculated,0,160
vorausgesehen,anticipated,0,160
spange,brace,0,160
etiketten,labels,0,160
altenheim,retirement home,0,160
rae,rae,0,160
höhlenmenschen,cavemen,0,160
hip-hop,hip hop,0,160
erwirken,achieve,0,160
abhole,pick up,0,160
linn,linn,0,160
hochbeamen,beam up,0,160
hausbesuch,home visit,0,160
ride,ride,0,160
hochhalten,hold up,0,160
aufzuschreiben,to write down,0,160
watte,cotton wool,0,160
erweiterte,expanded,0,160
spannendes,exciting,0,160
ausmalen,color in,0,160
indy,indy,0,160
gal,gal,0,160
begründen,justify,0,160
supermans,supermans,0,160
checkst,check,0,160
vergewaltigungen,rapes,0,160
allerletzten,very last,0,160
mitgegangen,went along,0,160
fazit,conclusion,0,160
enthoben,dismissed,0,160
trikots,jerseys,0,160
auflauf,casserole,0,160
verscheißern,screw up,0,160
pick,pick,0,160
augäpfel,eyeballs,0,160
grashüpfer,grasshopper,0,159
ausradiert,erased,0,159
qualifikationen,qualifications,0,159
meilenstein,milestone,0,159
gigolo,gigolo,0,159
serrano,serrano,0,159
aufgeblasen,inflated,0,159
noonan,noonan,0,159
einfaltspinsel,simpleton,0,159
verworfen,discarded,0,159
stemmen,lift,0,159
anhängern,followers,0,159
wälzen,roll around,0,159
norbit,norbit,0,159
abmachen,settle,0,159
übertrage,transfer,0,159
vertraulichen,confidential,0,159
janus,janus,0,159
bauteil,component,0,159
caterina,Caterina,0,159
dove,dove,0,159
zerfleischen,mangle,0,159
mitzi,mitzi,0,159
schulleiter,headmaster,0,159
rationen,rations,0,159
losmachen,get rid of,0,159
nic,nic,0,159
fraglich,questionable,0,159
flennen,cry,0,159
bed,bed,0,159
stimuliert,stimulated,0,159
superhirn,mastermind,0,159
weglief,ran away,0,159
öden,desolate,0,159
mentalen,mental,0,159
fraiser,fraiser,0,159
bone,bone,0,159
gedeiht,thrives,0,159
ryker,ryker,0,159
riverdale,riverdale,0,159
weggeblasen,blown away,0,159
exquisit,exquisite,0,159
angebrüllt,yelled at,0,159
computers,computers,0,159
datiert,dated,0,159
künstlers,artist,0,159
vibrationen,vibrations,0,159
stehenden,standing,0,159
meide,avoid,0,159
huey,huey,0,159
maroni,chestnut,0,159
besaßen,owned,0,159
arbeitsamt,employment office,0,159
starsk,starsk,0,159
geschlüpft,hatched,0,159
zeitgefühl,sense of time,0,159
einstehen,stand up,0,159
ketzerei,heresy,0,159
kellnern,waitress,0,159
schienbein,shinbone,0,159
naschen,snack,0,159
deusex72,deusex72,0,159
durchfahren,drive through,0,159
küchentisch,kitchen table,0,159
cedar,cedar,0,159
lösegeldforderung,ransom demand,0,159
gestarrt,stared,0,159
phineas,Phineas,0,159
unfehlbar,infallible,0,159
quiz,quiz,0,159
ungesehen,unseen,0,159
podest,pedestal,0,159
vorgewarnt,forewarned,0,159
trockener,drier,0,159
hauptverdächtiger,main suspect,0,159
beruhigst,calm down,0,159
replikator,replicator,0,159
eindeutigen,clear,0,159
beträchtlich,considerably,0,159
erarbeitet,developed,0,159
maybe,maybe,0,159
zugegen,present,0,159
mädchennamen,girls names,0,159
beschreibungen,descriptions,0,159
einöde,desert,0,159
glühenden,glowing,0,159
belauschen,eavesdrop,0,159
einwohnern,inhabit,0,159
schlepper,tractor,0,159
pudern,powder,0,159
beschwer,complaint,0,159
früchten,fruits,0,159
wespe,wasp,0,159
etablissement,establishment,0,159
spade,spade,0,159
gutaussehende,good looking,0,159
qualle,jellyfish,0,159
shi,shi,0,159
mittelmäßig,mediocre,0,159
uncle,uncle,0,159
murmeltier,marmot,0,159
rien,rien,0,159
vorhergesehen,predicted,0,159
godmode,godmode,0,159
heimreise,journey home,0,159
polizeipräsidium,police headquarters,0,159
hemisphäre,hemisphere,0,159
ent,ent,0,159
auseinandersetzen,deal with,0,159
abzubringen,to dissuade,0,159
miki,miki,0,159
zielst,aim,0,159
gefügig,docile,0,159
isabell,Isabel,0,159
unbegrenzte,unlimited,0,159
freisetzen,release,0,159
stuttgart,Stuttgart,0,159
unheimlicher,scarier,0,159
taschendieb,pickpocket,0,159
martial,martial,0,159
unbedeutende,insignificant,0,159
einbezogen,included,0,159
quebec,Quebec,0,159
gekrümmt,curved,0,159
senators,senators,0,158
verschlägt,lost,0,158
endstadium,final stage,0,158
fool,fool,0,158
speedster,speedster,0,158
schone,beautiful,0,158
trenton,trenton,0,158
marvel,marvel,0,158
armenier,Armenians,0,158
untertitel-werkstatt,subtitle workshop,0,158
zypern,Cyprus,0,158
initiiert,initiated,0,158
filip,Philip,0,158
tränke,potions,0,158
pechsträhne,streak of bad luck,0,158
dampfbad,steam room,0,158
gemütlichen,cozy,0,158
mützen,hats,0,158
taktiken,tactics,0,158
heli,heli,0,158
alpha-quadranten,alpha quadrant,0,158
privatnummer,private number,0,158
beurteile,judge,0,158
hester,hester,0,158
einleitung,introduction,0,158
trauernde,mourners,0,158
goldbarren,gold bars,0,158
millennium,millennium,0,158
außerirdisches,extraterrestrial,0,158
verruf,disrepute,0,158
elektrik,electrical,0,158
kapseln,encapsulate,0,158
zeitliche,temporal,0,158
probezeit,probationary period,0,158
jelly,jelly,0,158
übergangen,passed over,0,158
nervöse,nervous,0,158
gehälter,salaries,0,158
narcisse,narcisse,0,158
zweierlei,two things,0,158
repräsentanten,representatives,0,158
komposition,composition,0,158
startbahn,runway,0,158
privatsache,private matter,0,158
palmers,palmers,0,158
schienst,seemed,0,158
lao,lao,0,158
abhang,slope,0,158
bit,bit,0,158
patton,patton,0,158
dreckloch,shithole,0,158
pilates,pilates,0,158
strafmaß,penalty,0,158
grub,dug,0,158
walther,Walter,0,158
rage,rage,0,158
schaft,shaft,0,158
fehltritt,misstep,0,158
nur-,only-,0,158
perfect,perfect,0,158
erdal,erdal,0,158
schlappschwänze,wimps,0,158
mrd.,billion,0,158
reingeritten,rode in,0,158
mordermittlung,murder investigation,0,158
dunst,haze,0,158
attackieren,attack,0,158
cunningham,Cunningham,0,158
age,age,0,158
nörgeln,nag,0,158
eifersüchtiger,more jealous,0,158
haines,haines,0,158
rama,rama,0,158
erzähltest,you told,0,158
unzurechnungsfähig,incompetent,0,158
sevilla,Seville,0,158
qu,qu,0,158
done,done,0,158
balls,balls,0,158
obliegt,is incumbent,0,158
fahnden,search,0,158
vormittags,morning,0,158
geistliche,spiritual,0,158
übersinnliche,supernatural,0,158
fessel,bondage,0,158
faß,barrel,0,158
neptun,Neptune,0,158
stätte,site,0,158
romano,romano,0,158
gemüter,minds,0,158
gezähmt,tamed,0,158
schuhverkäufer,shoe salesman,0,158
lehrplan,curriculum,0,158
brüllte,roared,0,158
chihuahua,chihuahua,0,158
basar,bazaar,0,158
gescherzt,joked,0,158
hintrittst,you step there,0,158
those,those,0,157
feuerwerkskörper,fireworks,0,157
theodor,Theodore,0,157
verlagern,relocate,0,157
ausgeschlagen,knocked out,0,157
souvenirs,souvenirs,0,157
versperren,block,0,157
dozent,lecturer,0,157
raubte,robbed,0,157
anhast,have on,0,157
talentshow,talent show,0,157
fummeln,fumble,0,157
hängte,hung,0,157
angler,angler,0,157
andys,andys,0,157
kardinals,cardinal,0,157
zufriedenstellend,satisfactory,0,157
wiederzubeleben,to revive,0,157
ungarisch,Hungarian,0,157
mitbekommt,noticed,0,157
brilliant,brilliant,0,157
cheetah,cheetah,0,157
unvermeidliche,inevitable,0,157
obergeschoss,upper floor,0,157
fragwürdig,questionable,0,157
kennenlerne,get to know,0,157
ähem,ahem,0,157
meerjungfrauen,mermaids,0,157
dreifacher,triple,0,157
losbinden,untie,0,157
christiane,christiane,0,157
hinbiegen,bend over,0,157
geisha,geisha,0,157
unbeschadet,undamaged,0,157
smaragde,emeralds,0,157
imponieren,impress,0,157
pitcher,pitcher,0,157
yann,yann,0,157
aufzubringen,to apply,0,157
kokosnüsse,coconuts,0,157
raushängen,hang out,0,157
kaori,kaori,0,157
gore,Gore,0,157
defibrillator,defibrillator,0,157
warpkern,warp core,0,157
shelton,Shelton,0,157
umhin,around,0,157
umgehört,heard around,0,157
vorräten,supplies,0,157
etikette,etiquette,0,157
harkness,harkness,0,157
entsprach,corresponded,0,157
einschlägt,hits,0,157
metropolitan,metropolitan,0,157
schlafenden,sleeping,0,157
allzeit,all the time,0,157
blu,blu,0,157
gelehrte,learned,0,157
luftunterstützung,air support,0,157
stammkunden,regular customers,0,157
sicherheitsfreigabe,security clearance,0,157
städtische,urban,0,157
häufchen,heap,0,157
sterilisieren,sterilize,0,157
vorhersage,forecast,0,157
lenden,lumbar,0,157
angeldream,angeldream,0,157
gleason,Gleason,0,157
desinfizieren,disinfect,0,157
kanarienvogel,canary,0,157
rasur,shave,0,157
pearce,pearce,0,157
hecken,hedge,0,157
wegzubringen,to take away,0,157
jai,yeah,0,157
plastische,plastic,0,157
genährt,nourished,0,157
näheres,more details,0,157
ferrara,ferrara,0,157
heuerte,hired,0,157
debs,Debs,0,157
nachhauseweg,way home,0,157
par,par,0,157
arn,Arn,0,157
johnnys,johnnys,0,157
greis,old man,0,157
magnetischen,magnetic,0,157
aggressiven,aggressive,0,157
komponisten,composers,0,157
tusse,tusse,0,157
agenturen,agencies,0,157
silbe,syllable,0,157
bubber,bubber,0,157
herauszubekommen,to find out,0,157
obsession,obsession,0,157
zurückfliegen,fly back,0,157
unaufhaltsam,unstoppable,0,157
homerun,home run,0,157
ißt,eats,0,157
dam,dam,0,157
gerüstet,prepared,0,157
mucho,mucho,0,157
zitterte,trembled,0,157
reckless,reckless,0,157
giants,giants,0,157
spielzug,play move,0,157
dumbo,dumbo,0,157
rezession,recession,0,157
lennier,lennier,0,157
positioniert,positioned,0,157
schlafplatz,sleeping place,0,157
teeger,teeger,0,157
traurigerweise,sadly,0,156
weggeflogen,flew away,0,156
lydecker,lydecker,0,156
merkur,Mercury,0,156
versetz,offset,0,156
kreml,Kremlin,0,156
trautes,darling,0,156
zusammenschlagen,beat together,0,156
abgeschlagen,knocked off,0,156
tarnvorrichtung,camouflage device,0,156
selbstgefällig,complacent,0,156
steuerbehörde,tax authority,0,156
faszinierendes,fascinating,0,156
grants,grants,0,156
knebel,gag,0,156
abhanden,missing,0,156
entjungfert,deflowered,0,156
diem,diem,0,156
hiroshima,Hiroshima,0,156
zurückzuverfolgen,to trace back,0,156
manon,manon,0,156
feingefühl,sensitivity,0,156
herumstehen,stand around,0,156
spazierfahrt,walk,0,156
audio,audio,0,156
verschütten,spill,0,156
gabriela,Gabriella,0,156
parkte,parked,0,156
doppelagent,double agent,0,156
erhabener,more sublime,0,156
starkem,strong,0,156
bezirks,district,0,156
vietnamesisch,Vietnamese,0,156
forellen,trout,0,156
versuchungen,temptations,0,156
ares,ares,0,156
kürbisse,pumpkins,0,156
wissenschaftliches,scientific,0,156
telegramme,telegrams,0,156
julias,Julia,0,156
integriert,integrated,0,156
geistiger,more spiritual,0,156
vorletzte,penultimate,0,156
günstige,cheap,0,156
fin,fin,0,156
selfie,selfie,0,156
vortex,vortex,0,156
beschuldigten,accused,0,156
hess,hess,0,156
östliche,eastern,0,156
rutledge,rutledge,0,156
konditionen,conditions,0,156
ueber,above,0,156
debüt,debut,0,156
faye,faye,0,156
klammert,clings,0,156
humbug,humbug,0,156
zee,zee,0,156
abgetrieben,aborted,0,156
mitfliegen,fly along,0,156
gartenarbeit,gardening,0,156
kuriere,couriers,0,156
schadensbericht,damage report,0,156
epilepsie,epilepsy,0,156
gutmütig,good-natured,0,156
birgit,Birgit,0,156
radley,radley,0,156
bronco,bronco,0,156
infrarot,infrared,0,156
rumgetrieben,drifted around,0,156
aufsammeln,collect,0,156
aufstehe,get up,0,156
faschismus,fascism,0,156
win,win,0,156
frechdachs,cheeky badger,0,156
antimaterie,antimatter,0,156
dämonische,demonic,0,156
salaam,salaam,0,156
marci,marci,0,156
untermieter,subtenant,0,156
fairview,fairview,0,156
rumschlagen,bang around,0,156
kongressabgeordnete,congressmen,0,156
würste,sausages,0,156
osman,Ottoman,0,156
bohnenstange,beanstalk,0,156
saftige,juicy,0,156
presents,presents,0,156
esra,Ezra,0,156
klebe,glue,0,156
scrooge,scrooge,0,156
landsmann,countryman,0,156
scheide,divorce,0,156
farid,farid,0,156
beige,beige,0,156
gefängnisses,prison,0,156
napa,napa,0,156
own,own,0,156
unentwegt,constantly,0,156
wäschekorb,laundry basket,0,156
schwirren,buzz,0,156
marwan,marwan,0,156
jobangebot,job offer,0,156
leuchtende,luminous,0,156
nfl,nfl,0,156
übersetze,translate,0,156
smile,smile,0,156
mühelos,effortlessly,0,156
erahnen,guess,0,156
kriegsende,end of war,0,156
einstellt,sets,0,156
nimmerwiedersehen,never see you again,0,156
rocker,rocker,0,156
enttarnen,unmask,0,156
ersucht,he seeks,0,156
gebessert,improved,0,155
sechster,sixth,0,155
geschmackvoll,tastefully,0,155
squad,squad,0,155
lynne,lynne,0,155
diplomatisch,diplomatic,0,155
vorgaben,specifications,0,155
shirts,shirts,0,155
gicht,gout,0,155
laszlo,laszlo,0,155
ablesen,read,0,155
tafeln,panel,0,155
entführern,kidnap,0,155
zerstreuen,disperse,0,155
hiess,said,0,155
getrocknet,dried,0,155
cersei,Cersei,0,155
weißte,knew,0,155
abwurf,discard,0,155
erwogen,considered,0,155
givens,givens,0,155
abgebaut,dismantled,0,155
elischka,Elishka,0,155
glamour,glamour,0,155
gould,gould,0,155
oldtimer,vintage car,0,155
veranlagt,predisposed,0,155
rem,rem,0,155
besitzes,own,0,155
triumphieren,triumph,0,155
groupie,groupie,0,155
befugnisse,powers,0,155
joachim,joachim,0,155
rube,turnip,0,155
gefurzt,farted,0,155
nachtclubs,nightclubs,0,155
derartig,such,0,155
begehe,commit,0,155
auszugraben,to dig up,0,155
mikaelson,mikaelson,0,155
lehrreich,educational,0,155
varg,varg,0,155
abweichungen,deviations,0,155
hochachtungsvoll,sincerely,0,155
bergung,salvage,0,155
nüssen,nuts,0,155
marschmusik,marching music,0,155
zeichner,draftsman,0,155
wimmeln,swarm,0,155
spiderman,spiderman,0,155
weihrauch,incense,0,155
grat,ridge,0,155
unterrichtete,taught,0,155
fahrplan,timetable,0,155
autoradio,car radio,0,155
silent,silent,0,155
electric,electric,0,155
komponieren,compose,0,155
blickkontakt,eye contact,0,155
liegenlassen,leave it lying down,0,155
zurückgezahlt,repaid,0,155
geschrieen,shouted,0,155
silbertablett,silver tray,0,155
verschiebe,move,0,155
brrr,brrr,0,155
schuldgefühlen,feelings of guilt,0,155
sphinx,sphinx,0,155
lächerlicher,more ridiculous,0,155
ausdehnung,expansion,0,155
erleuchten,enlighten,0,155
wertlose,worthless,0,155
chemisch,chemical,0,155
zweifelte,doubted,0,155
chiu,chiu,0,155
leos,leos,0,155
kaltblütiger,more cold-blooded,0,155
maître,maître,0,155
wertvollsten,most valuable,0,155
zusammengehalten,held together,0,155
gelinkt,linked,0,155
vorknöpfen,button up,0,155
abarbeiten,process,0,155
vorgegangen,proceeded,0,155
bueno,bueno,0,155
fleht,begs,0,155
riefst,you shouted,0,155
seinerzeit,at the time,0,155
dalassen,leave there,0,155
tuttle,tuttle,0,155
einseitig,one-sided,0,155
reparierst,repair,0,155
känguru,kangaroo,0,155
kanna,Kanna,0,155
vickers,vickers,0,155
schlagzeuger,drummer,0,155
observieren,observe,0,155
beifahrersitz,passenger seat,0,155
litchfield,litchfield,0,155
foltert,tortured,0,155
segnet,blesses,0,155
strumpf,stocking,0,155
ulla,ulla,0,155
stehn,stand,0,155
vorkam,occurred,0,155
melmac,melmac,0,155
verbleiben,remain,0,155
einlochen,hole,0,155
ausgeredet,talked out of,0,155
guise,Guise,0,155
bestellten,ordered,0,155
ablehne,reject,0,155
schulball,school ball,0,155
gefrierschrank,freezer,0,155
hissen,hoist,0,155
angepiepst,beeped,0,155
pepsi,pepsi,0,155
gruben,dug,0,155
eastwood,eastwood,0,155
philips,Philips,0,155
stank,stank,0,154
probeaufnahmen,test recordings,0,154
umstellung,conversion,0,154
kreativer,more creative,0,154
nachgewiesen,proven,0,154
dämons,demons,0,154
gemeistert,mastered,0,154
rechtschaffenheit,righteousness,0,154
schluchzend,sobbing,0,154
schnucki,cute,0,154
ventile,valves,0,154
schã,shã,0,154
pacino,pacino,0,154
bekümmert,worried,0,154
brünett,brunette,0,154
jetz,now,0,154
handbremse,handbrake,0,154
tonya,Tonya,0,154
tieferen,deeper,0,154
schottischen,Scottish,0,154
mima,mima,0,154
superkraft,super strength,0,154
handels,commercial,0,154
kochsalzlösung,saline solution,0,154
kutschen,carriages,0,154
impulsantrieb,impulse drive,0,154
heulte,howled,0,154
gerichtliche,judicial,0,154
besudelt,tainted,0,154
südliche,southern,0,154
haarige,hairy,0,154
ziellos,aimless,0,154
wohltätigkeitsveranstaltung,charity event,0,154
patricks,patricks,0,154
shopping,shopping,0,154
traumatisch,traumatic,0,154
peanut,peanut,0,154
zurückgeht,goes back,0,154
verrecke,perish,0,154
ersuche,request,0,154
riecher,nose,0,154
vorbeikommst,come over,0,154
aga,aga,0,154
garroway,garroway,0,154
hängematte,hammock,0,154
foss,foss,0,154
blindes,blind,0,154
zeppelin,Zeppelin,0,154
temporale,temporal,0,154
broschüren,brochures,0,154
schroeder,schroeder,0,154
warenhaus,warehouse,0,154
ungeheure,tremendous,0,154
toussaint,toussaint,0,154
lidia,lidia,0,154
schaltest,switch,0,154
graystone,graystone,0,154
palette,range,0,154
mlle.,mlle.,0,154
gemobbt,bullied,0,154
krimis,crime novels,0,154
kinderschänder,child molester,0,154
fundort,location,0,154
ehrenkodex,code of honor,0,154
waisenkinder,orphans,0,154
liesel,Liesel,0,154
eingeplant,planned,0,154
klitoris,clitoris,0,154
eigentumswohnung,condominium,0,154
lancaster,lancaster,0,154
seelenfrieden,peace of mind,0,154
persien,Persia,0,154
vorübergehen,pass by,0,154
reinkamen,came in,0,154
erringen,win,0,154
ige,ige,0,154
ausdrucken,print,0,154
einfordern,demand,0,154
dundee,Dundee,0,154
mütterchen,mother,0,154
bestreite,deny,0,154
fashion,fashion,0,154
vorsichtshalber,as a precaution,0,154
unabhängiger,more independent,0,154
cartoon,cartoon,0,154
talentierten,talented,0,154
johannesburg,johannesburg,0,154
stöckchen,stick,0,154
riesengroß,huge,0,154
ilene,Ilene,0,154
hustensaft,cough syrup,0,154
einzelnes,single,0,154
hennen,hens,0,154
raststätte,rest stop,0,154
switek,switek,0,154
unweigerlich,inevitably,0,154
blairs,blairs,0,154
monsters,monsters,0,154
walkers,walkers,0,154
korps,corps,0,154
cadmus,cadmus,0,154
gnädiges,gracious,0,154
sensibilität,sensitivity,0,154
gräbst,dig,0,154
ricco,ricco,0,153
areal,area,0,153
umgeschrieben,rewritten,0,153
inzest,incest,0,153
schrader,schrader,0,153
rinde,bark,0,153
militärisches,military,0,153
micha,micha,0,153
wiederholungen,repetitions,0,153
sweetheart,sweetheart,0,153
faszination,fascination,0,153
erstaunlicher,more amazing,0,153
zuzufügen,to inflict,0,153
zielte,aimed,0,153
pflug,plow,0,153
angesehenen,respected,0,153
absolventen,graduates,0,153
fiction,fiction,0,153
week,week,0,153
auswechseln,replace,0,153
reintun,put in,0,153
tanker,tanker,0,153
überarbeiten,revise,0,153
wunderbarste,most wonderful,0,153
extremisten,extremists,0,153
gelee,jelly,0,153
covington,covington,0,153
robb,Robb,0,153
kartoffelsalat,potato salad,0,153
passiv,passive,0,153
freches,cheeky,0,153
kommissarin,commissioner,0,153
iwanowitsch,Ivanovich,0,153
morgenmantel,dressing gown,0,153
steadman,steadman,0,153
dämpfe,fumes,0,153
todsünde,mortal sin,0,153
schanghai,Shanghai,0,153
schulbehörde,school board,0,153
verbreite,spread,0,153
kleineres,smaller,0,153
adlige,nobles,0,153
garland,garland,0,153
schüsseln,bowls,0,153
verratet,betrayed,0,153
reinsten,purest,0,153
freundschaftlich,friendly,0,153
yohko,yohko,0,153
hobie,hobie,0,153
betraten,entered,0,153
mannschaften,teams,0,153
ausgebildeter,more trained,0,153
belebt,enlivened,0,153
franzl,French,0,153
versklaven,enslave,0,153
militärgericht,military court,0,153
kreuzigen,crucify,0,153
monet,monet,0,153
relevanz,relevance,0,153
maat,mate,0,153
weiãÿ,white,0,153
gondel,gondola,0,153
ill,ill,0,153
aufzählen,enumerate,0,153
verschiedenes,miscellaneous,0,153
raums,space,0,153
monstrum,monster,0,153
lene,lene,0,153
unangenehmer,more unpleasant,0,153
uschi,uschi,0,153
strahlst,shine,0,153
äußert,expresses,0,153
moulin,moulin,0,153
rollenspiel,roleplay,0,153
nele,Nele,0,153
paddeln,paddle,0,153
dojo,dojo,0,153
